회차,등위,상호명,당첨방식,소재지
1185,1등,뉴빅마트,수동,부산 기장군 정관중앙로 48 106호
1185,1등,하나복권(가로판매점),자동,서울 영등포구 여의나루로 42 가로판매점(여의도동)
1185,1등,복권나라,자동,경기 오산시 성호대로93번길 27
1185,1등,복이만석,자동,경기 수원시 영통구 덕영대로1555번길 13 106호(영통동 세일빌딩)
1185,1등,복권천국,수동,경기 광명시 기아로 6
1185,1등,일등복권방,자동,경기 시흥시 시청로68번길 4 1층 124호(장현동 장현1엔플러스빌)
1185,1등,천하명당,자동,경기 안산시 단원구 광덕2로 193-19 113114호
1185,1등,GMART,자동,경북 구미시 구미중앙로 57-3
1185,1등,필로또복권,자동,충남 서산시 호수공원6로 64 1층
1185,1등,새희망복권,자동,경기 화성시 동화새터길 98 106호
1185,1등,로또통신,자동,경남 김해시 함박로101번길 22 삼우빌딩104호 복권판매점
1184,1등,한방복권,자동,경기 파주시 경의로 1100 연세프라자104호
1184,1등,행운복권방,수동,경기 양평군 용문로 358-1 1층
1184,1등,안성상회,수동,경기 안성시 안성맞춤대로 1187
1184,1등,로또복권 하대점,자동,경남 진주시 도동로 188
1184,1등,역전로또,자동,경북 구미시 구미중앙로 72
1184,1등,강경복권방,자동,충남 논산시 계백로 126-1
1184,1등,가로판매점,수동,서울 금천구 시흥대로 480 가판
1184,1등,운수대통,자동,경기 군포시 군포로745번길 24
1184,1등,복권판매점,수동,경기 광명시 광명로 908 (광명동)
1184,1등,천하명당복권방(행운을주는사람들),수동,부산 사상구 광장로38번길 25
1184,1등,소답시내버스매표소,자동,경남 창원시 의창구 의안로2번길 17 가판
1184,1등,오케이상사,자동,서울 서초구 신반포로 176 센트럴시티내100호매점
1184,1등,5번가 로또,자동,서울 송파구 올림픽로 249-2 가판(잠실역5번출구 바로 앞)
1184,1등,행운복권방,자동,경기 포천시 솔모루로 86-1
1184,1등,꿀사랑,자동,충남 논산시 해월로179번길 10
1183,1등,로또휴게실,자동,경기 용인시 기흥구 용구대로 1885
1183,1등,돈벼락맞는곳,수동,대전 서구 복수남로 16
1183,1등,8888로또,자동,대전 서구 월평북로 77
1183,1등,비휴 로또,자동,경기 오산시 양산로410번길 10 양산동
1183,1등,세븐일레븐 평내지원점,자동,경기 남양주시 경춘로1256번길 6 112113호
1183,1등,로또복권,수동,경기 의정부시 신흥로 348
1183,1등,자갈치도깨비명당,수동,부산 중구 자갈치로 33 501502호
1183,1등,청구마트,자동,대구 북구 검단로 34 청구아파트상가108동102호
1183,1등,씨유제주 제일점,반자동,제주 제주시 신산로 16 CU 제일점
1183,1등,금호 동행복권,자동,전남 영암군 대불주거로 159 1층
1183,1등,로또복권슈퍼(국제꽃화원),자동,경기 의정부시 동일로 677 101호
1183,1등,오케이(O.K)로또,자동,서울 도봉구 우이천로 486-1
1183,1등,오천억복권방,자동,광주 서구 상무대로 1087
1182,1등,꿈이현실로,자동,서울 중구 청계천로 182
1182,1등,종합가로판매점113호패션TV앞,자동,서울 중구 을지로 264
1182,1등,역전복권방,자동,광주 광산구 상무대로 208 1층
1182,1등,학동복권나라,자동,전남 여수시 흥국로 6
1182,1등,훼미리마트,반자동,경기 포천시 중앙로 148 신읍동
1182,1등,아이지에이마트 오산무지개점,자동,경기 오산시 현충로 95
1182,1등,일조로또,반자동,서울 은평구 은평로 101
1182,1등,행운의집,자동,서울 강동구 구천면로 222
1182,1등,예가유통,자동,울산 북구 화동로 6 1층 복권방
1182,1등,송정복권,자동,경기 군포시 송부로33번길 3-3 101호(도마교동)
1182,1등,동행복권(로또복권),자동,경기 남양주시 퇴계원로 103-1 1층
1182,1등,이유복권,자동,인천 서구 이음대로 388 117호
1182,1등,천하명당,자동,경기 시흥시 신천3길 26-1 1층1호
1181,1등,봉서산로또토토,수동,충남 천안시 서북구 봉명로 25 1층 4호
1181,1등,금집복권,자동,광주 북구 첨단연신로108번길 134
1181,1등,로또복권방,수동,경기 의왕시 효행로 42
1181,1등,뉴빅마트,수동,부산 기장군 정관중앙로 48 106호
1181,1등,뉴빅마트,수동,부산 기장군 정관중앙로 48 106호
1181,1등,행운로또,자동,충북 진천군 대하로 151 106호
1181,1등,로터리복권방,자동,부산 서구 자갈치로 4
1181,1등,뉴빅마트,수동,부산 기장군 정관중앙로 48 106호
1181,1등,빅세일복권방,자동,부산 부산진구 서면문화로 6
1181,1등,화신상사,자동,부산 동래구 삼성대길 48
1181,1등,뉴빅마트,수동,부산 기장군 정관중앙로 48 106호
1181,1등,뉴빅마트,수동,부산 기장군 정관중앙로 48 106호
1181,1등,뉴빅마트,수동,부산 기장군 정관중앙로 48 106호
1181,1등,뉴빅마트,수동,부산 기장군 정관중앙로 48 106호
1181,1등,고고GOGO로또,자동,서울 광진구 자양로15길 34
1181,1등,뉴빅마트,수동,부산 기장군 정관중앙로 48 106호
1181,1등,잠실매점,자동,서울 송파구 올림픽로 269 잠실역 8번출구 앞 가판
1180,1등,공단로또명당,자동,경북 포항시 남구 철강로 200 1층(장흥동)
1180,1등,인터넷 복권판매사이트,자동,동행복권(dhlottery.co.kr)
1180,1등,오창중앙복권,자동,충북 청주시 청원구 중심상업로 47 103호
1180,1등,대박,자동,경기 구리시 안골로103번길 46
1180,1등,해보라마트,자동,경남 김해시 율하7로 22 101호
1180,1등,로또명당인주점,자동,충남 아산시 서해로 519-2
1180,1등,공단로또점,자동,경남 함안군 삼칠로 831 슈퍼 옆 1층
1180,1등,행운드림로또&토토,수동,경기 김포시 초당로16번길 77 1층 106호
1180,1등,백억만로또,자동,강원 춘천시 퇴계로 15 7B-3L
1180,1등,내츄럴하우스복권판매점,자동,경기 평택시 중앙로 1 1층 상가
1180,1등,성광복권명당,자동,부산 연제구 과정로 335
1179,1등,범일서적,반자동,부산 동구 진시장로 19-2 1층복권방
1179,1등,하영,수동,인천 서구 청라에메랄드로 65 아파트 상가 102호
1179,1등,주황이 복권방,자동,서울 서초구 사임당로 178 110호
1179,1등,로또복권,자동,전남 순천시 오천4길 21 111동108호
1179,1등,흥건슈퍼,자동,전북 전주시 완산구 거마평로 25 흥건슈퍼
1179,1등,믿음사복권방,수동,경남 함양군 금성길 1
1179,1등,복권명당,자동,경북 구미시 상사동로 163-8 송일빌102호
1179,1등,이마트24 용두휴게소,자동,충남 천안시 동남구 매봉로 210 용두휴게소 이마트24 내
1179,1등,경춘마트,수동,경기 남양주시 경춘로992번길 1
1179,1등,하영,수동,인천 서구 청라에메랄드로 65 아파트 상가 102호
1179,1등,로또또,수동,경기 김포시 봉수대로 1704 102호
1179,1등,승보슈퍼,수동,서울 중구 마장로9길 49-19
1179,1등,가로판매점,자동,서울 용산구 원효로 179
1178,1등,복권나라(매곡동),자동,광주 북구 서하로 117 101호 (매곡동)
1178,1등,성호복권방,수동,대전 대덕구 신일동로 1
1178,1등,하이로또,수동,서울 금천구 금하로 686
1178,1등,복권방,자동,서울 성북구 동소문로20길 28-4
1178,1등,청남로또,수동,충북 청주시 상당구 단재로 742
1178,1등,대박마트복권방,자동,충남 아산시 음봉로 844 태화상가1층103호
1178,1등,천안명당병천점,자동,충남 천안시 동남구 아우내순대길 38 1층 미니스톱 내
1178,1등,하나유통,자동,경북 경산시 공단2로 7
1178,1등,세종청사로또,반자동,세종 절재로 194 중앙타운 114호
1178,1등,교동복권,자동,강원 강릉시 솔올로 51 1층 4호(교동 리멕스빌딩)
1178,1등,왕대박로또,자동,전북 전주시 덕진구 만성북로 19 조은 프라자 106호
1178,1등,팡팡복권마트.잡화슈퍼,자동,전북 전주시 덕진구 가리내로 26
1177,1등,행운로또,자동,부산 동래구 충렬대로428번길 30 102호 1호
1177,1등,주택복권방,자동,경기 안양시 만안구 장내로 106 102호
1177,1등,돈보따리,자동,경남 양산시 서창로 104 복권판매점
1177,1등,노다지복권,자동,강원 삼척시 중앙시장길 48-49
1177,1등,온누리복권,자동,서울 동작구 동작대로 65 1층
1177,1등,럭키로또복권판매점,자동,충북 청주시 상당구 무농정로 10-1
1176,1등,복권세상,수동,경기 여주시 우암로 21-1 1층
1176,1등,로또통신,수동,경기 안성시 장기로 36
1176,1등,복권세상,수동,경기 여주시 우암로 21-1 1층
1176,1등,오늘도로또,자동,경기 부천시 신흥로 190 1동 1층 120호
1176,1등,마치복권,자동,대전 서구 구봉로 125
1176,1등,어게인,수동,경기 고양시 일산동구 중산로 105 현해프라자 113호
1176,1등,어게인,수동,경기 고양시 일산동구 중산로 105 현해프라자 113호
1176,1등,신의 축복,자동,경기 남양주시 사릉로34번길 24 (금곡동) 7호
1176,1등,돼지복권명당,자동,부산 기장군 해맞이로 365-1
1176,1등,복권세상,수동,경기 여주시 우암로 21-1 1층
1176,1등,흥건슈퍼,자동,전북 전주시 완산구 거마평로 25 흥건슈퍼
1176,1등,복권세상,수동,경기 여주시 우암로 21-1 1층
1176,1등,스파,자동,서울 노원구 동일로 1493 주공10단지종합상가111
1175,1등,코사마트,반자동,경기 부천시 오정로 203
1175,1등,보람복권방,수동,울산 남구 화합로194번길 18-1 1층
1175,1등,해피+24시편의점,자동,광주 북구 하서로 330
1175,1등,행복한 꿈 이야기,자동,서울 관악구 봉천로 612 1층
1175,1등,88수퍼,자동,서울 금천구 가산로 130
1175,1등,미나식품(로또판매점),자동,서울 강서구 금낭화로 91-12
1175,1등,천하명당복권판매점,자동,제주 제주시 서해안로 510
1175,1등,굿모닝,수동,전남 순천시 중앙로 220 굿모닝
1175,1등,복권나라,자동,전남 여수시 중앙로 62 1층
1175,1등,만복복권,자동,충남 계룡시 엄사중앙로 93
1175,1등,금손로또판매점,자동,충남 당진시 서해로 5772
1175,1등,강서복권방,자동,부산 사하구 대티로 80
1175,1등,로터리복권방,수동,부산 서구 자갈치로 4
1175,1등,오사랑복권,수동,충북 청주시 흥덕구 진재로 42
1175,1등,해수로또,자동,충북 청주시 상당구 산성로 22-1
1175,1등,럭키복권점,자동,강원 강릉시 강릉대로 305
1175,1등,GS로또(남대구IC점),반자동,대구 달서구 성서공단로 346 1층 GS편의점
1175,1등,라이프복권,수동,부산 동구 고관로 106 1층 137~139호
1175,1등,대구연쇄점,자동,부산 부산진구 중앙대로783번길 8
1175,1등,복권방,자동,서울 광진구 자양로18길 34
1174,1등,진대박 로또복권방,수동,울산 동구 대송로 139
1174,1등,신영슈퍼,수동,서울 강남구 광평로51길 27 삼익아파트상가101호
1174,1등,해바라기 복권방,자동,부산 기장군 차성동로25번길 37 가동 100호
1174,1등,창신할인마트,수동,경북 경산시 경산로 136-3
1174,1등,CU노서점,자동,경북 경주시 금성로259번길 38 1층 CU 노서점 내
1174,1등,대광복권방,수동,전남 화순군 칠충로 55 대광그린상가동 1층109호
1174,1등,씨유 창원역점,자동,경남 창원시 의창구 의창대로 66 CU편의점
1174,1등,삼성포토랜드,수동,인천 강화군 북문길 6
1174,1등,로또는내운명,자동,대전 중구 대종로 277
1174,1등,대소원로또,자동,충북 충주시 중원대로 4373 휴게소내 컨테이너
1174,1등,파리스뷰티 복권,수동,충남 천안시 동남구 개목8길 5 102호(파리스뷰티 내)
1174,1등,1등복권방,자동,울산 울주군 동문길 84
1174,1등,진대박 로또복권방,수동,울산 동구 대송로 139
1174,1등,진대박 로또복권방,수동,울산 동구 대송로 139
1174,1등,영24시,자동,울산 동구 월봉로 60
1173,1등,다올공인중개사사무소,수동,인천 서구 승학로512번길 26-1 1호실
1173,1등,로또복권,자동,울산 남구 꽃대나리로 71
1173,1등,대박로또,자동,경기 가평군 중앙로 35 1층
1173,1등,복권판매점,자동,경기 성남시 중원구 성남대로1130번길 3 제1층 제101호
1173,1등,희망을주는사람,자동,경기 용인시 처인구 양지로 111 1층 상가
1173,1등,황금복권방,자동,강원 원주시 봉화로 74 삼익아파트 상가 105호
1173,1등,원대박,자동,충북 음성군 대금로 1064-20 101호
1173,1등,대산슈퍼,수동,충남 천안시 동남구 복구정3길 1
1173,1등,인터넷 복권판매사이트,수동,동행복권(dhlottery.co.kr)
1173,1등,인터넷 복권판매사이트,수동,동행복권(dhlottery.co.kr)
1173,1등,인터넷 복권판매사이트,자동,동행복권(dhlottery.co.kr)
1173,1등,인터넷 복권판매사이트,수동,동행복권(dhlottery.co.kr)
1173,1등,인터넷 복권판매사이트,수동,동행복권(dhlottery.co.kr)
1173,1등,인터넷 복권판매사이트,수동,동행복권(dhlottery.co.kr)
1173,1등,서재강변로또,자동,대구 달성군 서재로 172
1173,1등,세진전자통신,자동,대구 서구 서대구로 156
1173,1등,내가마트,수동,전남 순천시 삼산로 98
1173,1등,노다지 노원역점 복권방,수동,서울 노원구 상계로 78
1173,1등,MS마트,수동,서울 광진구 광나루로 546
1173,1등,행운로또,자동,경북 구미시 들성로 106 1층102호
1173,1등,대동도기상사,자동,경북 영천시 금완로 30
1173,1등,행운복권방,자동,서울 은평구 서오릉로 10
1173,1등,평안당,수동,서울 종로구 종로 219
1173,1등,다다복권방,자동,대구 달서구 월배로 32-1 1층 복권방
1172,1등,돼지상회,자동,울산 북구 매산로 92 1층
1172,1등,로또복권방,자동,인천 부평구 마장로 287 한양프라자 104-1호
1172,1등,매일로또,자동,부산 부산진구 당감로50번길 6
1172,1등,영광생활유통,자동,서울 금천구 범안로 1186
1172,1등,일공공일(CU편의점),자동,경기 안산시 단원구 예술대학로 82 중앙상가 102호
