회차,등위,상호명,당첨방식,소재지,cleaned_address
1160,1등,버스표가판점,수동,경기 안양시 만안구 안양로 366,경기 안양시 만안구 안양로 366
1160,1등,장미슈퍼,자동,충남 부여군 계백로 265 부여군청 로터리 부근,충남 부여군 계백로 265
1160,1등,터미널복권방,자동,전북 정읍시 연지8길 6,전북 정읍시 연지8길 6
1160,1등,좋은사람들로또,자동,전남 보성군 현충로 85,전남 보성군 현충로 85
1160,1등,천하명당복권,자동,대구 북구 칠곡중앙대로 545,대구 북구 칠곡중앙대로 545
1160,1등,열정복권,자동,광주 북구 하남대로 821 1층,광주 북구 하남대로 821
1160,1등,8888로또,자동,대전 서구 월평북로 77,대전 서구 월평북로 77
1160,1등,무지개로또복권,자동,경남 양산시 덕계2길 17 좌측 복권판매점,경남 양산시 덕계2길 17
1160,1등,한꿈복권방,자동,울산 중구 번영로 586,울산 중구 번영로 586
1159,1등,하늘로또,수동,경기 여주시 세종로475번길 2 1층,경기 여주시 세종로 475번길 2
1159,1등,똥꿈로또,자동,경남 진주시 신안로 102,경남 진주시 신안로 102
1159,1등,행복복권방,자동,충북 청주시 흥덕구 풍년로 26,충북 청주시 흥덕구 풍년로 26
1159,1등,다니엘사,수동,경기 안산시 단원구 원선1로 38 101호,경기 안산시 단원구 원선1로 38
1159,1등,서울복권명당,수동,서울 강북구 삼양로 194 1층,서울 강북구 삼양로 194
1159,1등,금나와라뚝딱,반자동,서울 성북구 오패산로 57 1층,서울 성북구 오패산로 57
1159,1등,오륜,수동,부산 금정구 체육공원로 591 복권판매점,부산 금정구 체육공원로 591
1159,1등,1등 되는날,수동,경기 안성시 기업단지로 2 1층,경기 안성시 기업단지로 2
1159,1등,교통카드,수동,서울 서초구 강남대로 517,서울 서초구 강남대로 517
1159,1등,드림로또,반자동,서울 서초구 신반포로 194 쇼케이스12호,서울 서초구 신반포로 194
1159,1등,그랜드마트앞가판점,자동,서울 마포구 신촌로 94,서울 마포구 신촌로 94
1159,1등,홈플러스선부점로또판매,자동,경기 안산시 단원구 삼일로 316,경기 안산시 단원구 삼일로 316
1159,1등,온천로또방,수동,대전 유성구 계룡로 92 1층 101-3호,대전 유성구 계룡로 92
1159,1등,두근두근로또복권,수동,경기 고양시 일산동구 일산로 453 1층 106호,경기 고양시 일산동구 일산로 453
1159,1등,다니엘사,수동,경기 안산시 단원구 원선1로 38 101호,경기 안산시 단원구 원선1로 38
1159,1등,다니엘사,수동,경기 안산시 단원구 원선1로 38 101호,경기 안산시 단원구 원선1로 38
1159,1등,다니엘사,수동,경기 안산시 단원구 원선1로 38 101호,경기 안산시 단원구 원선1로 38
1159,1등,다니엘사,수동,경기 안산시 단원구 원선1로 38 101호,경기 안산시 단원구 원선1로 38
1159,1등,버스매표소,자동,인천 부평구 부평대로 3 가판,인천 부평구 부평대로 3
1159,1등,경일통신,자동,경남 창원시 마산회원구 북성로 340,경남 창원시 마산회원구 북성로 340
1159,1등,나눔로또,수동,경남 함안군 용산1길 33 1층,경남 함안군 용산1길 33
1159,1등,복권명당,수동,대구 동구 경안로 751,대구 동구 경안로 751
1159,1등,대박로또,자동,충남 천안시 서북구 성환2로 45,충남 천안시 서북구 성환2로 45
1158,1등,메가마트,수동,경기 시흥시 정왕대로 64 메가쇼핑몰1층123호,경기 시흥시 정왕대로 64
1158,1등,드림복권방,자동,충북 청주시 흥덕구 내수동로42번길 4,충북 청주시 흥덕구 내수동로 42번길 4
1158,1등,마카로또,자동,서울 서초구 서초대로 279 1층,서울 서초구 서초대로 279
1158,1등,대박복권방,자동,인천 서구 길주로 106 1층 (석남동),인천 서구 길주로 106
1158,1등,대박복권방,반자동,광주 동구 남문로 561 대박복권방,광주 동구 남문로 561
1158,1등,나눔로또편의점,자동,전남 광양시 공영로 90,전남 광양시 공영로 90
1158,1등,로또판매점,자동,부산 사하구 승학로284번길 42,부산 사하구 승학로 284번길 42
1158,1등,로또킹,자동,서울 영등포구 영중로 2 1층(영등포동3가),서울 영등포구 영중로 2
1158,1등,행운명당,수동,서울 양천구 신월로 302 1층,서울 양천구 신월로 302
1158,1등,한경종합광고,반자동,서울 송파구 백제고분로 198,서울 송파구 백제고분로 198
1158,1등,비산강변파라디아복권,수동,경북 구미시 신비로 95 A동103호(공단동강변파리디아),경북 구미시 신비로 95
1158,1등,대광복권방,자동,전남 화순군 칠충로 55 대광그린상가동 1층109호,전남 화순군 칠충로 55
1158,1등,인터넷 복권판매사이트,수동,동행복권(dhlottery.co.kr),동행복권(dhlottery.co.kr)
1158,1등,메가마트,수동,경기 시흥시 정왕대로 64 메가쇼핑몰1층123호,경기 시흥시 정왕대로 64
1158,1등,온천로또방,자동,대전 유성구 계룡로 92 1층 101-3호,대전 유성구 계룡로 92
1158,1등,데이앤나잇,자동,서울 성북구 종암로 132 종암우림카이저팰리스 1층 101호,서울 성북구 종암로 132
1158,1등,행운을주는로또판매점,자동,경기 안산시 단원구 초지로 90 태영프라자111호,경기 안산시 단원구 초지로 90
1158,1등,안면대박복권방,자동,충남 태안군 안면대로 2649 2동 2호,충남 태안군 안면대로 2649
1158,1등,탑로또,수동,경남 거제시 거제중앙로 1787 서원탑훼밀리마트고현점 내(계룡온천옆),경남 거제시 거제중앙로 1787
1158,1등,설악복권방,수동,경기 가평군 신천중앙로 80 1층 복권방,경기 가평군 신천중앙로 80
1158,1등,로또로복권,자동,전북 전주시 완산구 모악로 4729,전북 전주시 완산구 모악로 4729
1157,1등,천하명당안산,수동,경기 안산시 상록구 수인로 2020 103호,경기 안산시 상록구 수인로 2020
1157,1등,복권명당,수동,경기 안산시 단원구 선부로 258 102호,경기 안산시 단원구 선부로 258
1157,1등,팬시코아,수동,경기 남양주시 퇴계원로 46-1,경기 남양주시 퇴계원로 46-1
1157,1등,제일복권,자동,제주 제주시 서광로 257,제주 제주시 서광로 257
1157,1등,행운 복권,반자동,강원 동해시 임항로 55 상가동 202-5 가나호(부곡동삼정2차아파트),강원 동해시 임항로 55
1157,1등,중앙복권,자동,전남 신안군 구영2길 74 1층,전남 신안군 구영2길 74
1157,1등,돈돈복권방,자동,대전 서구 계룡로 560,대전 서구 계룡로 560
1157,1등,돈방석,자동,전북 전주시 완산구 서신로 35,전북 전주시 완산구 서신로 35
1157,1등,당하복권명당,자동,인천 서구 서곶로 788,인천 서구 서곶로 788
1157,1등,NBA(엔비에이),자동,인천 중구 신도시남로142번길 6 1동 1층 128호,인천 중구 신도시남로 142번길 6
1157,1등,명당복권방,수동,경기 남양주시 창현로 7,경기 남양주시 창현로 7
1157,1등,예지행복,반자동,서울 양천구 월정로 59 가동 101호,서울 양천구 월정로 59
1156,1등,터미널,자동,전남 진도군 남문길 5 진도공용버스터미널,전남 진도군 남문길 5
1156,1등,칠복복권방,반자동,경북 경주시 입실로 68 1층,경북 경주시 입실로 68
1156,1등,행운복권,자동,전남 무안군 영산로 1693 1층,전남 무안군 영산로 1693
1156,1등,영웅시대,수동,부산 기장군 반룡로 182 복권판매점,부산 기장군 반룡로 182
1156,1등,중앙동역 나들가게24,수동,부산 중구 중앙대로 96 흥우빌딩1층 나들가게편의점,부산 중구 중앙대로 96
1156,1등,대박행진 복권랜드,자동,경기 파주시 금빛로 22 금촌프라자107호,경기 파주시 금빛로 22
1156,1등,희망을주는사람,수동,경기 용인시 처인구 양지로 111 1층 상가,경기 용인시 처인구 양지로 111
1156,1등,담꾹 구리수택점,수동,경기 구리시 안골로 101,경기 구리시 안골로 101
1156,1등,행운을주는로또판매점,수동,경기 안산시 단원구 초지로 90 태영프라자111호,경기 안산시 단원구 초지로 90
1156,1등,수경볼트로또,자동,경남 양산시 고연로 283 복권판매점,경남 양산시 고연로 283
1156,1등,이마트24 마산만복점,자동,경남 창원시 마산회원구 합성옛길 152,경남 창원시 마산회원구 합성옛길 152
1156,1등,꾸미로또복권,수동,서울 강북구 솔샘로67길 118 1층,서울 강북구 솔샘로 67길 118
1156,1등,꾸미로또복권,수동,서울 강북구 솔샘로67길 118 1층,서울 강북구 솔샘로 67길 118
1156,1등,꾸미로또복권,수동,서울 강북구 솔샘로67길 118 1층,서울 강북구 솔샘로 67길 118
1156,1등,꾸미로또복권,수동,서울 강북구 솔샘로67길 118 1층,서울 강북구 솔샘로 67길 118
1156,1등,꾸미로또복권,수동,서울 강북구 솔샘로67길 118 1층,서울 강북구 솔샘로 67길 118
1156,1등,행운의집,자동,서울 강동구 구천면로 220,서울 강동구 구천면로 220
1156,1등,로또명당인주점,자동,충남 아산시 서해로 519-2,충남 아산시 서해로 519-2
1156,1등,정원복권방,자동,서울 도봉구 도봉로 468 1층 101-3호,서울 도봉구 도봉로 468
1156,1등,대전우표사,자동,대전 동구 중앙로204번길 16-1,대전 동구 중앙로 204번길 16-1
1156,1등,대박명당,자동,울산 북구 매곡로 93-2,울산 북구 매곡로 93-2
1155,1등,신불당로또,자동,충남 천안시 서북구 불당21로 40 501동 지1층 B143호,충남 천안시 서북구 불당21로 40
1155,1등,자매점,자동,경기 파주시 문화로 95 1층,경기 파주시 문화로 95
1155,1등,운수대통가판점,자동,서울 성동구 왕십리로 327,서울 성동구 왕십리로 327
1155,1등,가로판매소,수동,서울 구로구 새말로 117-24 (신도림역2번출구)(구로동),서울 구로구 새말로 117-24
1155,1등,한꿈복권방,자동,울산 중구 번영로 586,울산 중구 번영로 586
1155,1등,씨스페이스 로또명당점,수동,대전 서구 관저로129번길 3,대전 서구 관저로 129번길 3
1155,1등,다온복권방,자동,부산 금정구 부곡로 122 좌측 복권판매점,부산 금정구 부곡로 122
1154,1등,패밀리복권방,수동,경기 남양주시 늘을1로16번길 29 늘봄타워 107호,경기 남양주시 늘을1로16번길 29
1154,1등,삼산현대로또,자동,울산 남구 월평로 225 1층,울산 남구 월평로 225
1154,1등,스위트초이스,자동,부산 사상구 사상로 300 단지내 상가 401동 13호,부산 사상구 사상로 300
1154,1등,럭키,자동,부산 북구 시랑로 137,부산 북구 시랑로 137
1154,1등,세종로또방,자동,세종 용포로 32,세종 용포로 32
1154,1등,로또복권,자동,대구 군위군 중앙길 32,대구 군위군 중앙길 32
1154,1등,인생역전 복권방,자동,충남 논산시 중앙로 168 1층 102호,충남 논산시 중앙로 168
1154,1등,황금당,자동,경기 부천시 원종로 37,경기 부천시 원종로 37
1154,1등,황금로또,자동,경기 여주시 청심로 24 1층 복권방,경기 여주시 청심로 24
1154,1등,드림오피스문구,자동,강원 춘천시 퇴계로 213,강원 춘천시 퇴계로 213
1154,1등,로또 복권방,반자동,충북 청주시 흥덕구 서현로 60 138호,충북 청주시 흥덕구 서현로 60
1154,1등,안성휴게소 복권판매점(부산방향),수동,경기 안성시 경부고속도로 365 안성휴게소 하행선 내,경기 안성시 경부고속도로 365
1154,1등,대박로또,자동,부산 북구 낙동대로1780번길 78,부산 북구 낙동대로 1780번길 78
1154,1등,노다지훼밀리,자동,서울 강동구 구천면로 251,서울 강동구 구천면로 251
1154,1등,아셈마트,자동,서울 강남구 영동대로112길 10,서울 강남구 영동대로 112길 10
1153,1등,까치복권방,자동,경기 시흥시 중심상가로 326 1층102,경기 시흥시 중심상가로 326
1153,1등,1등 복권,자동,경기 시흥시 배곧4로 32-27 105호,경기 시흥시 배곧4로 32-27
1153,1등,금산홍삼 복권판매점,수동,대전 동구 보문로 4 101호,대전 동구 보문로 4
1153,1등,세븐일레븐 홍익점,자동,경기 안성시 종합운동장로 161,경기 안성시 종합운동장로 161
1153,1등,복권,자동,경기 의정부시 태평로 75,경기 의정부시 태평로 75
1153,1등,복권세상,자동,전남 목포시 청호로 139 1층 복권세상,전남 목포시 청호로 139
1153,1등,나눔로또한대점,자동,경기 안산시 상록구 중보로 57 한양대프라자106호,경기 안산시 상록구 중보로 57
1153,1등,본스튜디오,자동,제주 제주시 하귀로 111,제주 제주시 하귀로 111
1153,1등,종로3가1호선역2번출구가로판매점82호,자동,서울 종로구 돈화문로 23 가판,서울 종로구 돈화문로 23
1153,1등,명당마트,수동,서울 강서구 양천로 91,서울 강서구 양천로 91
1153,1등,왕대박복권방,자동,경북 문경시 중앙로 15,경북 문경시 중앙로 15
1153,1등,한국슈퍼,수동,경기 부천시 원종로35번길 24 한울빌리지 상가101호,경기 부천시 원종로 35번길 24
1153,1등,롯데무역,자동,부산 영도구 꿈나무길 197 1층 복권방,부산 영도구 꿈나무길 197
1153,1등,다다복권방,수동,대구 달서구 월배로 32-1 1층 복권방,대구 달서구 월배로 32-1
1153,1등,드림메드,자동,경기 안산시 상록구 월피로 56 101호,경기 안산시 상록구 월피로 56
1152,1등,큐마트학동점복권,수동,전남 여수시 학동서5길 2 큐마트내,전남 여수시 학동서5길 2
1152,1등,천하명당,자동,경남 양산시 연호로 46 복권판매점,경남 양산시 연호로 46
1152,1등,행운복권방,자동,경남 창원시 성산구 가음로15번길 52,경남 창원시 성산구 가음로 15번길 52
1152,1등,로또복권,수동,경기 평택시 원평로 55,경기 평택시 원평로 55
